x	y
1.4	-3.83304496085173
1.42	-8.2095486016563
1.44	8.25572347322061
1.46	6.8796482462919
1.48	-3.34401378281919
1.5	3.05236217105259
1.52	-6.93792972713134
1.54	8.29146291989846
1.56	-6.70755121475648
1.58	5.35879759311461
1.6	-1.7051605988652
1.62	-2.60541476049911
1.64	-3.36214211013816
1.66	-2.34292175955478
1.68	-1.43831073798197
1.7	1.38350652278806
1.72	4.76682044511655
1.74	7.98862604453506
1.76	1.87231863218293
1.78	3.30778267296541
1.8	-9.71121869373825
1.82	-3.42668039783207
1.84	8.5838473805123
1.86	-1.04620377841555
1.88	-4.64219373575084
1.9	-2.23269101375352
1.92	-4.27169335529515
1.94	-3.47481396391013
1.96	1.68463424443595
1.98	-7.77200114025873
2	-4.74397298098903
2.02	4.40647926653573
2.04	-1.8705328635381
2.06	4.97526614657998
2.08	-1.67004379365414
2.1	-2.24591906181418
2.12	9.75945121714082
2.14	5.42932078497597
2.16	-15.675180418044
2.18	0.458283442841298
2.2	2.22967355144211
2.22	-2.419856322643
2.24	-3.7674826995535
2.26	6.51449311692192
2.28	2.72333816753458
2.3	-2.65293743868192
2.32	-12.1343936690035
2.34	-3.84731971510251
2.36	7.01432438938436
2.38	-3.46861401993858
2.4	2.00214167665039
2.42	-10.6640242061911
2.44	6.54959285595296
2.46	-6.62401622018478
2.48	-5.28554900023041
2.5	-8.1145961404286
2.52	-7.49690457429372
2.54	-9.42694755964254
2.56	-9.25492240564677
2.58	-11.7136415054185
2.6	-8.48125411967203
2.62	3.3667924634335
2.64	-4.89219058827205
2.66	-11.6771467114637
2.68	-6.88968841061618
2.7	-6.95909822265451
2.72	-10.4217038250471
2.74	-3.99256044396843
2.76	-9.3694825052475
2.78	-5.81946106989172
2.8	-10.271892556713
2.82	-15.7949853319275
2.84	-13.1693988810171
2.86	-16.6740633818235
2.88	-11.9423237946724
2.9	-14.4446694561086
2.92	-11.6543045708772
2.94	-18.0221834217442
2.96	-16.3466301285695
2.98	-9.18938884660869
3	-16.1946400045038
3.02	-12.8865824608402
3.04	-16.9899910442099
3.06	-24.1241882076397
3.08	-30.8794229127914
3.1	-16.6679453339987
3.12	-13.2135376032699
3.14	-21.2000392875037
3.16	-22.5424647576129
3.18	-25.3199969737328
3.2	-19.5279452280576
3.22	-28.2953235162467
3.24	-21.6075778615519
3.26	-18.8876908861994
3.28	-30.2278433192194
3.3	-15.9077819613355
3.32	-25.6416825318496
3.34	-22.7742069166035
3.36	-32.1053523087827
3.38	-20.1089557409965
3.4	-31.0582493072157
3.42	-25.8378372498102
3.44	-28.42416312565
3.46	-36.9728526914335
3.48	-32.1602610111601
3.5	-28.0796837694928
3.52	-24.6249150779734
3.54	-34.4739445100153
3.56	-41.657789458758
3.58	-38.1946830516025
3.6	-39.2348026413136
3.62	-39.3311926766175
3.64	-32.2497320011755
3.66	-44.97057466064
3.68	-36.4860800901404
3.7	-42.2410241525331
3.72	-43.4686308138687
3.74	-48.0156332019861
3.76	-48.8490685515129
3.78	-47.4578821778194
3.8	-46.5726454286927
3.82	-47.7780873269904
3.84	-46.1021551843012
3.86	-45.6155584481155
3.88	-56.3505094650564
3.9	-51.8922116451305
3.92	-52.8186147644044
3.94	-52.4305597298877
3.96	-52.8596462166989
3.98	-51.0220041774308
4	-56.7310756260107
